iter,x,y,in_circle,pi_appx
5225,-0.506134,0.527437,1,3.1533
5226,-0.801502,0.240371,1,3.15346
5227,-0.161326,0.203259,1,3.15363
5228,0.637978,0.728377,1,3.15379
5229,-0.664958,0.696637,1,3.15395
5230,0.62046,-0.837392,0,3.15335
5231,0.578343,0.253922,1,3.15351
5232,-0.689861,-0.659403,1,3.15367
5233,0.306659,-0.729232,1,3.15383
5234,0.688946,0.810535,0,3.15323
5235,0.395532,-0.440518,1,3.15339
5236,0.00488311,0.773485,1,3.15355
5237,-0.597265,-0.0372948,1,3.15371
5238,0.179943,-0.886407,1,3.15388
5239,0.7274,0.128792,1,3.15404
5240,-0.265031,0.870781,1,3.1542
5241,0.443203,-0.741378,1,3.15436
5242,-0.201489,-0.534945,1,3.15452
5243,0.871879,-0.36135,1,3.15468
5244,0.758896,0.990478,0,3.15408
5245,0.955808,-0.22975,1,3.15424
5246,0.123909,0.884881,1,3.1544
5247,-0.505097,0.910883,0,3.1538
5248,0.1504,-0.706647,1,3.15396
5249,0.309406,-0.164011,1,3.15412
5250,0.804981,0.434414,1,3.15429
5251,-0.610755,-0.361777,1,3.15445
5252,0.619667,0.282488,1,3.15461
5253,-0.903131,-0.627541,0,3.15401
5254,-0.994873,-0.119636,0,3.15341
5255,-0.51883,0.361961,1,3.15357
5256,0.58286,0.591833,1,3.15373
5257,-0.232009,-0.0233779,1,3.15389
5258,-0.901361,0.608863,0,3.15329
5259,0.0891168,0.697308,1,3.15345
5260,-0.517244,-0.974669,0,3.15285
5261,0.511628,-0.723494,1,3.15301
5262,-0.385216,0.789477,1,3.15317
5263,-0.569188,-0.189343,1,3.15333
5264,0.359458,0.846853,1,3.1535
5265,0.389062,-0.46652,1,3.15366
5266,-0.566197,0.789111,1,3.15382
5267,-0.61808,-0.853934,0,3.15322
5268,-0.330342,0.317646,1,3.15338
5269,-0.28322,0.493499,1,3.15354
5270,-0.76793,0.836538,0,3.15294
5271,0.483123,-0.598242,1,3.1531
5272,0.358237,-0.513093,1,3.15326
5273,-0.300678,0.488433,1,3.15342
5274,0.177623,0.935909,1,3.15358
5275,0.198071,-0.243484,1,3.15374
5276,0.177501,-0.769822,1,3.1539
5277,-0.688274,-0.211866,1,3.15406
5278,-0.125191,-0.968931,1,3.15423
5279,0.421718,-0.653482,1,3.15439
5280,-0.741989,0.538485,1,3.15455
5281,-0.567173,0.201917,1,3.15471
5282,-0.43948,-0.579991,1,3.15487
5283,0.237258,0.991821,0,3.15427
5284,0.929073,0.0570714,1,3.15443
5285,0.227736,0.929622,1,3.15459
5286,0.548801,-0.581945,1,3.15475
5287,-0.0751389,-0.827443,1,3.15491
5288,-0.211683,-0.124886,1,3.15507
5289,-0.219435,0.663615,1,3.15523
5290,-0.0736129,0.272722,1,3.15539
5291,0.218824,0.256424,1,3.15555
5292,-0.976988,-0.435634,0,3.15495
5293,-0.0221571,-0.059635,1,3.15511
5294,-0.501801,0.32729,1,3.15527
5295,0.815602,0.974058,0,3.15467
5296,0.979613,0.468473,0,3.15408
5297,-0.359458,-0.258133,1,3.15424
5298,-0.0176402,0.435207,1,3.1544
5299,0.131539,-0.853629,1,3.15456
5300,0.984069,0.24147,0,3.15396
5301,0.907526,0.347311,1,3.15412
5302,0.455594,-0.376244,1,3.15428
5303,0.311054,0.661295,1,3.15444
5304,0.412745,-0.362388,1,3.1546
5305,0.86779,0.434292,1,3.15476
5306,-0.951352,-0.991394,0,3.15417
5307,-0.516267,0.699322,1,3.15432
5308,-0.987853,-0.450101,0,3.15373
5309,0.443936,0.430935,1,3.15389
5310,0.891717,-0.0422999,1,3.15405
5311,-0.726912,-0.788928,0,3.15346
5312,0.469755,0.299396,1,3.15361
5313,0.524324,0.117012,1,3.15377
5314,-0.690899,0.504853,1,3.15393
5315,-0.44656,0.643777,1,3.15409
5316,-0.766465,-0.825917,0,3.1535
5317,-0.653604,0.475737,1,3.15366
5318,0.26558,0.0144662,1,3.15382
5319,0.458402,-0.0830129,1,3.15398
5320,0.583349,0.218275,1,3.15414
5321,-0.87072,-0.204785,1,3.15429
5322,0.0606116,0.0953427,1,3.15445
5323,-0.361961,0.650186,1,3.15461
5324,-0.0499298,0.271196,1,3.15477
5325,-0.0435207,0.0200818,1,3.15493
5326,0.274492,-0.235427,1,3.15509
5327,0.767625,-0.361533,1,3.15525
5328,-0.513093,-0.743637,1,3.15541
5329,0.90893,-0.647012,0,3.15481
5330,-0.0367454,0.862052,1,3.15497
5331,-0.695599,-0.42007,1,3.15513
5332,-0.110786,0.720808,1,3.15529
5333,0.447476,-0.893731,1,3.15545
5334,-0.895929,-0.286211,1,3.15561
5335,-0.503754,0.0516999,1,3.15576
5336,-0.53525,0.623512,1,3.15592
5337,0.0461454,0.803455,1,3.15608
5338,-0.709333,-0.953183,0,3.15549
5339,0.639138,0.736434,1,3.15565
5340,0.454434,0.375206,1,3.15581
5341,-0.925288,-0.46945,0,3.15521
5342,-0.321614,0.152841,1,3.15537
5343,0.584569,0.899164,0,3.15478
5344,0.601965,0.127022,1,3.15494
5345,0.931453,-0.461698,0,3.15435
5346,0.179637,-0.69798,1,3.15451
5347,0.498138,-0.886285,0,3.15392
5348,-0.0252091,0.309589,1,3.15408
5349,0.425868,0.0930843,1,3.15423
5350,-0.0906427,0.40774,1,3.15439
5351,0.866813,-0.760422,0,3.1538
5352,-0.96594,-0.577977,0,3.15321
5353,0.411829,-0.421412,1,3.15337
5354,0.880181,-0.0600623,1,3.15353
5355,0.757004,0.64805,1,3.15369
5356,-0.0446805,0.0714765,1,3.15385
5357,-0.329793,-0.152292,1,3.154
5358,0.947629,0.0896661,1,3.15416
5359,0.322102,0.698651,1,3.15432
5360,-0.802051,-0.738631,0,3.15373
5361,0.0416285,0.823903,1,3.15389
5362,0.00555454,0.182934,1,3.15405
5363,0.560764,-0.533724,1,3.1542
5364,-0.67332,0.931331,0,3.15362
5365,0.809437,-0.6475,0,3.15303
5366,-0.568333,0.34487,1,3.15319
5367,0.324178,0.717695,1,3.15334
5368,0.0809376,0.745407,1,3.1535
5369,0.332235,0.302875,1,3.15366
5370,0.782579,-0.586339,1,3.15382
5371,0.574132,-0.862662,0,3.15323
5372,0.695538,-0.868156,0,3.15264
5373,0.927059,-0.0807544,1,3.1528
5374,-0.261185,-0.895257,1,3.15296
5375,-0.109015,-0.195019,1,3.15312
5376,-0.529024,0.572117,1,3.15327
5377,-0.998291,-0.577062,0,3.15269
5378,-0.699078,0.425014,1,3.15284
5379,-0.768846,-0.0786791,1,3.153
5380,0.593969,-0.860953,0,3.15242
5381,0.438564,0.8637,1,3.15257
5382,0.234206,0.336202,1,3.15273
5383,-0.0647012,0.785143,1,3.15289
5384,0.207227,0.287249,1,3.15305
5385,-0.774278,-0.779283,0,3.15246
5386,0.764024,0.669841,0,3.15188
5387,0.985717,0.0195324,1,3.15203
5388,-0.269853,0.891107,1,3.15219
5389,-0.658426,0.755417,0,3.15161
5390,-0.478667,-0.709394,1,3.15176
5391,-0.485747,0.0488921,1,3.15192
5392,0.429225,-0.465788,1,3.15208
5393,-0.113471,-0.388512,1,3.15223
5394,-0.261857,-0.48886,1,3.15239
5395,0.560703,0.825002,1,3.15255
5396,-0.762131,-0.951291,0,3.15196
5397,-0.534029,0.66801,1,3.15212
5398,0.692303,-0.244827,1,3.15228
5399,0.0796557,0.80376,1,3.15244
5400,-0.172496,-0.696026,1,3.15259
5401,-0.176524,0.639565,1,3.15275
5402,0.403162,-0.52762,1,3.15291
5403,-0.801013,0.171885,1,3.15306
5404,0.926997,0.245865,1,3.15322
5405,0.723311,-0.571141,1,3.15338
5406,-0.42306,-0.698102,1,3.15353
5407,-0.272355,0.323323,1,3.15369
5408,-0.106635,-0.814686,1,3.15385
5409,0.083135,-0.272111,1,3.154
5410,0.802051,-0.513154,1,3.15416
5411,0.913081,-0.414088,0,3.15358
5412,-0.467497,0.338522,1,3.15373
5413,-0.642861,0.869499,0,3.15315
5414,0.993957,0.538058,0,3.15257
5415,-0.550937,-0.802173,1,3.15272
5416,0.168895,0.6146,1,3.15288
5417,0.168834,0.928829,1,3.15304
5418,-0.908991,0.148202,1,3.15319
5419,0.734359,-0.465727,1,3.15335
5420,0.966062,-0.34432,0,3.15277
5421,0.193493,-0.925044,1,3.15292
5422,0.999878,0.355979,0,3.15234
5423,-0.620765,0.583898,1,3.1525
5424,0.496918,0.125679,1,3.15265
5425,0.291216,0.172984,1,3.15281
5426,-0.210157,0.960081,1,3.15297
5427,0.964475,0.675456,0,3.15239
5428,0.564304,0.249039,1,3.15254
5429,0.889947,-0.365379,1,3.1527
5430,-0.860404,-0.816883,0,3.15212
5431,-0.952023,-0.545688,0,3.15154
5432,-0.729109,0.600317,1,3.15169
5433,-0.382287,0.520601,1,3.15185
5434,0.031374,-0.413722,1,3.15201
5435,-0.576024,-0.890801,0,3.15143
5436,-0.660013,-0.857352,0,3.15085
5437,0.186291,0.891595,1,3.151
5438,0.696698,0.232497,1,3.15116
5439,-0.370262,-0.151376,1,3.15131
5440,-0.314533,0.517732,1,3.15147
5441,0.523042,-0.58988,1,3.15163
5442,-0.188366,-0.899042,1,3.15178
5443,-0.296344,-0.372887,1,3.15194
5444,0.231948,-0.416407,1,3.15209
5445,0.154428,-0.807483,1,3.15225
5446,0.942501,0.751694,0,3.15167
5447,0.19331,0.122505,1,3.15183
5448,-0.0143441,-0.795153,1,3.15198
5449,0.838735,-0.0904596,1,3.15214
5450,0.240188,-0.761643,1,3.15229
5451,-0.586889,0.96179,0,3.15172
5452,0.35427,0.291278,1,3.15187
5453,0.448331,0.13868,1,3.15203
5454,-0.613319,-0.726241,1,3.15218
5455,-0.0477934,0.198132,1,3.15234
5456,-0.282549,0.0865531,1,3.15249
5457,0.103278,-0.0346701,1,3.15265
5458,-0.21034,-0.3572,1,3.1528
5459,0.432033,-0.962766,0,3.15223
5460,-0.752976,0.707929,0,3.15165
5461,0.553745,-0.165354,1,3.1518
5462,0.0277727,0.867057,1,3.15196
5463,0.514436,0.814137,1,3.15211
5464,-0.0224013,-0.0651895,1,3.15227
5465,-0.18745,-0.347067,1,3.15242
5466,0.546176,-0.881401,0,3.15185
5467,-0.840811,0.219191,1,3.152
5468,-0.873711,0.248367,1,3.15216
5469,0.0386376,0.13923,1,3.15231
5470,-0.398218,0.384728,1,3.15247
5471,0.132332,0.775438,1,3.15262
5472,-0.336385,0.119758,1,3.15278
5473,-0.330831,0.426845,1,3.15293
5474,0.45889,0.880791,1,3.15309
5475,0.763352,0.564549,1,3.15324
5476,-0.866447,-0.449918,1,3.1534
5477,0.803028,-0.0850272,1,3.15355
5478,-0.166392,-0.284746,1,3.15371
5479,-0.0468779,0.203504,1,3.15386
5480,-0.27614,-0.141061,1,3.15401
5481,-0.167124,0.370262,1,3.15417
5482,-0.409693,-0.19624,1,3.15432
5483,-0.567784,-0.928523,0,3.15375
5484,-0.41366,-0.276567,1,3.1539
5485,-0.671245,0.278398,1,3.15406
5486,-0.313923,-0.967588,0,3.15348
5487,0.268266,-0.21388,1,3.15364
5488,-0.592688,-0.532503,1,3.15379
5489,-0.829579,-0.554538,1,3.15394
5490,0.366477,-0.32729,1,3.1541
5491,0.623756,0.930049,0,3.15352
5492,0.227858,-0.39895,1,3.15368
5493,0.930171,-0.150034,1,3.15383
5494,-0.389489,0.0449857,1,3.15399
5495,0.763963,0.0275285,1,3.15414
5496,0.514008,-0.391503,1,3.15429
5497,-0.494415,0.743759,1,3.15445
5498,-0.173656,0.432827,1,3.1546
5499,-0.685284,0.771165,0,3.15403
5500,0.477141,0.988586,0,3.15345
5501,0.00299091,0.00396753,1,3.15361
5502,-0.203626,-0.753159,1,3.15376
5503,0.770677,0.49826,1,3.15392
5504,-0.355674,0.542453,1,3.15407
5505,-0.130745,-0.265153,1,3.15422
5506,-0.127571,-0.560764,1,3.15438
5507,0.252091,-0.0825246,1,3.15453
5508,-0.321187,-0.0861259,1,3.15468
5509,0.275468,0.118721,1,3.15484
5510,0.421473,-0.832815,1,3.15499
5511,-0.486358,-0.914607,0,3.15442
5512,0.449979,-0.622536,1,3.15457
5513,0.749252,-0.482146,1,3.15473
5514,-0.479644,0.707563,1,3.15488
5515,0.201795,-0.366966,1,3.15503
5516,-0.646341,-0.121956,1,3.15518
5517,-0.942379,0.826283,0,3.15461
5518,-0.0981505,-0.379784,1,3.15477
5519,0.362632,-0.757615,1,3.15492
5520,-0.117012,-0.680461,1,3.15507
5521,0.340353,0.070622,1,3.15523
5522,-0.850882,0.163157,1,3.15538
5523,0.199658,0.373192,1,3.15553
5524,-0.552036,-0.895685,0,3.15496
5525,-0.50821,-0.737411,1,3.15511
5526,-0.858207,0.955503,0,3.15454
5527,-0.91833,-0.760972,0,3.15397
5528,0.446438,0.922175,0,3.1534
5529,0.794665,-0.500153,1,3.15355
5530,0.751022,0.892022,0,3.15298
5531,-0.19917,-0.965391,1,3.15314
5532,0.583898,-0.211011,1,3.15329
5533,0.802051,0.31789,1,3.15344
5534,-0.215772,-0.692669,1,3.1536
5535,0.0798389,-0.588354,1,3.15375
5536,0.444058,-0.663554,1,3.1539
5537,0.470915,-0.708722,1,3.15405
5538,0.181408,0.389916,1,3.15421
5539,-0.669841,0.205701,1,3.15436
5540,0.309162,-0.649332,1,3.15451
5541,0.544528,-0.114204,1,3.15467
5542,0.459806,-0.154306,1,3.15482
5543,0.660136,-0.587255,1,3.15497
5544,0.230361,-0.438686,1,3.15512
5545,0.185253,-0.44064,1,3.15528
5546,-0.590795,-0.187084,1,3.15543
5547,0.131966,-0.584142,1,3.15558
5548,-0.652384,-0.319172,1,3.15573
5549,0.857596,0.114204,1,3.15588
5550,-0.962278,0.0254532,1,3.15604
5551,-0.729659,-0.538485,1,3.15619
5552,0.460783,-0.30672,1,3.15634
5553,-0.539401,0.297687,1,3.15649
5554,0.766648,-0.772752,0,3.15592
5555,0.819996,0.386315,1,3.15608
5556,-0.151193,0.393579,1,3.15623
5557,0.711469,0.654703,1,3.15638
5558,0.875725,0.83666,0,3.15581
5559,-0.246963,-0.406641,1,3.15596
5560,0.341329,0.176463,1,3.15612
5561,0.777208,0.628578,1,3.15627
5562,-0.801196,0.85955,0,3.1557
5563,-0.472441,0.279314,1,3.15585
5564,-0.362144,0.0755661,1,3.156
5565,0.158396,-0.0871025,1,3.15615
5566,-0.930782,0.0543856,1,3.15631
5567,-0.405054,0.910212,1,3.15646
5568,-0.12104,-0.947446,1,3.15661
5569,-0.178234,0.0532259,1,3.15676
5570,0.514619,0.345907,1,3.15691
5571,0.157786,0.948727,1,3.15706
5572,0.465971,-0.463773,1,3.15721
5573,0.58286,0.298297,1,3.15737
5574,0.702619,-0.510956,1,3.15752
5575,0.177562,0.83019,1,3.15767
5576,0.131417,-0.788744,1,3.15782
5577,-0.261307,-0.298114,1,3.15797
5578,-0.364158,-0.0167247,1,3.15812
5579,0.632912,0.189648,1,3.15827
5580,0.25972,-0.942379,1,3.15842
5581,0.951169,-0.525728,0,3.15786
5582,-0.902155,0.236343,1,3.15801
5583,-0.973326,0.338094,0,3.15744
5584,-0.543002,-0.360496,1,3.15759
5585,-0.62101,-0.416285,1,3.15774
5586,0.84783,-0.0214857,1,3.15789
5587,-0.855216,0.989013,0,3.15733
5588,-0.628212,-0.355551,1,3.15748
5589,0.0615882,-0.39187,1,3.15763
5590,0.065861,-0.0732467,1,3.15778
5591,0.0629921,-0.765122,1,3.15793
5592,-0.234878,0.672282,1,3.15808
5593,-0.449124,-0.16334,1,3.15823
5594,0.0488921,-0.301471,1,3.15838
5595,0.405237,0.774583,1,3.15853
5596,0.8308,0.274065,1,3.15868
5597,0.794787,0.621132,0,3.15812
5598,0.155405,-0.0238052,1,3.15827
5599,-0.148691,-0.611732,1,3.15842
5600,0.765733,-0.758347,0,3.15786
5601,-0.730513,-0.0224013,1,3.15801
5602,-0.999084,0.920649,0,3.15744
5603,-0.105048,0.665873,1,3.15759
5604,0.590551,-0.853629,0,3.15703
5605,0.363059,-0.561802,1,3.15718
5606,0.903681,0.835622,0,3.15662
5607,-0.148752,-0.0179454,1,3.15677
5608,0.219557,0.12806,1,3.15692
5609,0.00714155,0.152414,1,3.15707
5610,-0.420924,-0.918147,0,3.15651
5611,0.114631,0.723799,1,3.15666
5612,-0.218824,0.934261,1,3.15681
5613,0.560947,-0.76146,1,3.15696
5614,-0.913996,-0.758896,0,3.15639
5615,0.66685,0.766526,0,3.15583
5616,0.188244,-0.790942,1,3.15598
5617,-0.0569493,0.385827,1,3.15613
5618,0.0215467,0.530062,1,3.15628
5619,0.834463,-0.799487,0,3.15572
5620,0.958432,0.0328389,1,3.15587
5621,0.0149545,0.705121,1,3.15602
5622,0.966368,-0.53586,0,3.15546
5623,0.29671,-0.691754,1,3.15561
5624,-0.715864,0.710248,0,3.15505
5625,0.213514,-0.168711,1,3.1552
5626,-0.820057,-0.227492,1,3.15535
5627,-0.65629,-0.210096,1,3.1555
5628,0.35372,-0.189831,1,3.15565
5629,0.433742,-0.725508,1,3.1558
5630,0.546603,0.56113,1,3.15595
5631,0.383996,0.240615,1,3.1561
5632,0.920588,0.454496,0,3.15554
5633,-0.838247,0.0215467,1,3.15569
5634,0.769456,0.727278,0,3.15513
5635,0.701947,0.876885,0,3.15457
5636,0.124397,-0.143075,1,3.15472
5637,0.85784,0.387658,1,3.15487
5638,-0.183056,-0.376488,1,3.15502
5639,0.466276,0.512971,1,3.15517
5640,-0.43887,-0.887566,1,3.15532
5641,0.588354,0.117988,1,3.15547
5642,-0.382164,-0.0279558,1,3.15562
5643,-0.0124519,0.78789,1,3.15577
5644,0.603552,-0.763718,1,3.15592
5645,-0.0902765,0.739181,1,3.15607
5646,-0.993896,-0.9718,0,3.15551
5647,0.225844,0.641336,1,3.15566
5648,0.970884,-0.547275,0,3.1551
5649,0.000488311,0.160837,1,3.15525
5650,-0.083196,-0.00488311,1,3.1554
5651,0.548862,-0.959287,0,3.15484
5652,0.549899,-0.26558,1,3.15499
5653,0.0442532,-0.472563,1,3.15514
5654,0.831044,-0.312824,1,3.15529
5655,-0.260636,-0.0421168,1,3.15544
5656,0.464994,-0.408716,1,3.15559
5657,0.862662,0.319539,1,3.15574
5658,-0.528902,0.444668,1,3.15589
5659,0.253494,-0.405054,1,3.15603
5660,-0.601843,-0.890313,0,3.15548
5661,-0.202039,-0.294879,1,3.15563
5662,0.746628,0.297442,1,3.15578
5663,-0.271928,-0.138436,1,3.15592
5664,-0.840139,0.241714,1,3.15607
5665,0.846304,0.142037,1,3.15622
5666,-0.0512116,-0.620949,1,3.15637
5667,-0.261185,0.101141,1,3.15652
5668,-0.491119,0.343588,1,3.15667
5669,0.0397363,-0.77147,1,3.15682
5670,-0.803638,0.591162,1,3.15697
5671,-0.19215,-0.932613,1,3.15712
5672,0.222731,-0.034609,1,3.15726
5673,0.0798389,-0.19447,1,3.15741
5674,-0.869011,0.516999,0,3.15686
5675,0.661662,-0.848746,0,3.1563
5676,0.418116,0.889886,1,3.15645
5677,0.220167,0.307941,1,3.1566
5678,-0.137887,0.585851,1,3.15675
5679,0.738937,0.857108,0,3.15619
5680,-0.878899,0.421351,1,3.15634
5681,-0.601111,-0.634011,1,3.15649
5682,-0.837515,0.48709,1,3.15664
5683,-0.051761,-0.470976,1,3.15678
5684,-0.912287,-0.0749557,1,3.15693
5685,0.622108,0.65745,1,3.15708
5686,-0.0862479,-0.166026,1,3.15723
5687,0.676128,0.328389,1,3.15738
5688,-0.126167,-0.383874,1,3.15752
5689,0.595984,0.00824025,1,3.15767
5690,0.801196,0.0781908,1,3.15782
5691,0.0444973,-0.540743,1,3.15797
5692,0.15571,-0.401453,1,3.15812
5693,0.610267,0.745102,1,3.15826
5694,0.259476,0.673381,1,3.15841
5695,-0.581151,-0.354209,1,3.15856
5696,-0.69975,-0.845816,0,3.15801
5697,0.670634,-0.703961,1,3.15815
5698,-0.33199,-0.51059,1,3.1583
5699,-0.834218,-0.141732,1,3.15845
5700,0.185497,0.282183,1,3.1586
5701,0.881585,-0.95709,0,3.15804
5702,-0.204114,-0.523286,1,3.15819
5703,0.661112,-0.710004,1,3.15834
5704,-0.729476,-0.512605,1,3.15849
5705,0.0794116,0.422267,1,3.15863
5706,0.497589,-0.420009,1,3.15878
5707,-0.452909,-0.416224,1,3.15893
5708,-0.0836843,-0.179637,1,3.15908
5709,-0.285174,-0.723067,1,3.15922
5710,-0.342123,-0.0977843,1,3.15937
5711,0.241165,-0.691693,1,3.15952
5712,0.955686,-0.834585,0,3.15896
5713,0.986083,-0.541781,0,3.15841
5714,-0.612464,-0.880913,0,3.15786
5715,-0.307209,0.685039,1,3.15801
5716,0.513459,0.780565,1,3.15815
5717,-0.778978,-0.323201,1,3.1583
5718,-0.531527,0.142953,1,3.15845
5719,0.392114,0.564304,1,3.15859
5720,-0.922786,0.0856376,1,3.15874
5721,-0.488921,0.604651,1,3.15889
5722,0.0489532,0.0365013,1,3.15904
5723,0.626991,-0.347677,1,3.15918
5724,-0.182445,-0.297687,1,3.15933
5725,-0.406946,0.226332,1,3.15948
5726,-0.410914,0.177257,1,3.15962
5727,-0.00860648,-0.0122688,1,3.15977
5728,0.157969,0.742782,1,3.15992
5729,-0.0175792,-0.559238,1,3.16006
5730,0.0560337,0.671672,1,3.16021
5731,0.143075,0.667887,1,3.16036
5732,0.595556,0.34841,1,3.1605
5733,-0.644143,-0.0870414,1,3.16065
5734,-0.630654,-0.981444,0,3.1601
5735,0.811146,-0.174693,1,3.16024
5736,0.771165,-0.52054,1,3.16039
5737,-0.815479,0.17506,1,3.16054
5738,-0.903681,-0.975707,0,3.15999
5739,-0.94592,0.85485,0,3.15944
5740,0.789721,0.953916,0,3.15889
5741,-0.383507,-0.0216688,1,3.15903
5742,-0.602698,-0.0342428,1,3.15918
5743,-0.232253,0.889703,1,3.15932
5744,-0.209363,-0.263932,1,3.15947
5745,0.609473,0.894708,0,3.15892
5746,-0.779222,0.00469999,1,3.15907
5747,-0.557285,-0.472014,1,3.15921
5748,-0.231765,-0.523469,1,3.15936
5749,0.313923,-0.832204,1,3.15951
5750,-0.25087,-0.147653,1,3.15965
5751,-0.827565,-0.190014,1,3.1598
5752,0.641641,-0.699567,1,3.15994
5753,0.705793,0.815663,0,3.15939
5754,-0.906549,0.682842,0,3.15885
5755,0.911127,-0.556369,0,3.1583
5756,0.575291,0.846976,0,3.15775
5757,0.469206,0.980895,0,3.1572
5758,0.239333,0.297442,1,3.15735
5759,0.980956,0.282,0,3.1568
5760,-0.450589,-0.441922,1,3.15694
5761,-0.870659,-0.466886,1,3.15709
5762,0.241775,-0.461149,1,3.15724
5763,0.830739,0.0493194,1,3.15738
5764,0.180492,0.218153,1,3.15753
5765,0.435451,0.920588,0,3.15698
5766,0.670756,0.955136,0,3.15643
5767,-0.956907,0.317707,0,3.15589
5768,-0.209241,0.742355,1,3.15603
5769,0.993164,0.271013,0,3.15549
5770,-0.693707,-0.286639,1,3.15563
5771,0.592871,0.733932,1,3.15578
5772,-0.270524,0.216017,1,3.15593
5773,0.147775,-0.255936,1,3.15607
5774,-0.915705,0.764634,0,3.15552
5775,-0.646097,-0.504547,1,3.15567
5776,-0.0573155,-0.816151,1,3.15582
5777,-0.883172,-0.867912,0,3.15527
5778,0.291216,0.256974,1,3.15542
5779,-0.141854,0.0777635,1,3.15556
5780,0.793689,0.188976,1,3.15571
5781,-0.626747,0.712507,1,3.15586
5782,0.0095831,-0.79967,1,3.156
5783,0.302509,0.210218,1,3.15615
5784,0.133248,0.561497,1,3.15629
5785,0.277605,0.348349,1,3.15644
5786,0.813648,-0.619667,0,3.15589
5787,0.806995,-0.897211,0,3.15535
5788,-0.379967,-0.541964,1,3.15549
5789,-0.0387597,0.840811,1,3.15564
5790,0.714155,-0.477995,1,3.15579
5791,0.922603,0.923152,0,3.15524
5792,0.291155,-0.84899,1,3.15539
5793,-0.540866,-0.469877,1,3.15553
5794,0.354087,-0.29555,1,3.15568
5795,0.38894,0.522249,1,3.15582
5796,-0.618324,0.567234,1,3.15597
5797,0.0927791,0.147714,1,3.15612
5798,-0.546237,0.0243545,1,3.15626
5799,-0.857718,-0.588232,0,3.15572
5800,0.395959,-0.923396,0,3.15517
5801,0.102606,0.917231,1,3.15532
5802,0.50644,-0.489715,1,3.15546
5803,0.57346,-0.00952207,1,3.15561
5804,0.427211,0.532686,1,3.15575
5805,0.531282,0.906244,0,3.15521
5806,-0.277178,-0.712934,1,3.15536
5807,0.0347922,0.020387,1,3.1555
5808,0.728133,-0.440273,1,3.15565
5809,0.355979,0.627968,1,3.15579
5810,-0.772386,-0.0108039,1,3.15594
5811,0.59928,-0.646341,1,3.15608
5812,0.531099,0.0935116,1,3.15623
5813,0.871879,0.892816,0,3.15569
5814,0.503815,-0.57462,1,3.15583
5815,0.0672038,0.909418,1,3.15598
5816,0.118599,0.169383,1,3.15612
5817,-0.675822,-0.0902765,1,3.15627
5818,-0.911799,0.492523,0,3.15572
5819,-0.775316,-0.100714,1,3.15587
5820,-0.856559,0.961668,0,3.15533
5821,-0.208204,0.6381,1,3.15547
5822,0.517366,-0.660563,1,3.15562
5823,-0.64866,-0.694561,1,3.15576
5824,0.199353,0.0724532,1,3.15591
5825,-0.680584,0.388879,1,3.15605
5826,-0.478179,-0.218336,1,3.1562
5827,0.977904,-0.393945,0,3.15565
5828,-0.359397,-0.928829,1,3.1558
5829,-0.699383,0.676616,1,3.15594
5830,0.472563,-0.0353415,1,3.15609
5831,-0.106147,0.752182,1,3.15623
5832,-0.346945,-0.716658,1,3.15638
5833,0.110786,-0.679485,1,3.15652
5834,-0.924678,-0.721541,0,3.15598
5835,0.40597,0.39425,1,3.15613
5836,-0.425807,-0.170543,1,3.15627
5837,0.989684,0.796741,0,3.15573
5838,-0.683269,-0.478484,1,3.15588
5839,-0.15455,0.35897,1,3.15602
5840,0.463285,-0.0856986,1,3.15616
5841,-0.825734,0.838918,0,3.15562
5842,-0.340963,0.314778,1,3.15577
5843,0.32607,-0.624611,1,3.15591
5844,0.92187,-0.634011,0,3.15537
5845,0.282183,-0.709394,1,3.15552
5846,0.485625,0.765733,1,3.15566
5847,-0.248306,0.0520051,1,3.15581
5848,0.164073,-0.574986,1,3.15595
5849,-0.0567051,-0.7932,1,3.1561
5850,0.796374,-0.61753,0,3.15556
5851,0.0745895,0.102667,1,3.1557
5852,0.336935,-0.216749,1,3.15584
5853,0.683697,0.204785,1,3.15599
5854,0.152902,0.237991,1,3.15613
5855,0.802722,-0.176219,1,3.15628
5856,0.0905817,-0.127022,1,3.15642
5857,0.0578649,0.0663493,1,3.15656
5858,-0.125923,-0.616188,1,3.15671
5859,-0.242385,-0.179576,1,3.15685
5860,-0.601416,0.406153,1,3.157
5861,0.0316792,0.589147,1,3.15714
5862,-0.519136,-0.485564,1,3.15728
5863,-0.917292,0.983275,0,3.15675
5864,-0.371483,-0.836843,1,3.15689
5865,-0.38485,-0.311848,1,3.15703
5866,0.392297,0.881157,1,3.15718
5867,0.500702,0.714643,1,3.15732
5868,0.86193,-0.96771,0,3.15678
5869,0.74559,-0.252396,1,3.15693
5870,0.870048,0.456205,1,3.15707
5871,-0.178905,-0.594397,1,3.15721
5872,0.464628,0.29848,1,3.15736
5873,-0.580358,0.22212,1,3.1575
5874,0.214308,-0.653177,1,3.15764
5875,0.698895,-0.837637,0,3.15711
5876,0.907465,-0.817799,0,3.15657
5877,0.07697,0.488311,1,3.15671
5878,0.208936,0.459501,1,3.15686
5879,-0.358664,0.782702,1,3.157
5880,0.836172,0.62925,0,3.15646
5881,-0.767564,0.946774,0,3.15593
5882,-0.183239,0.413599,1,3.15607
5883,0.26674,0.982543,0,3.15553
5884,-0.608252,-0.651285,1,3.15568
5885,0.359397,0.373009,1,3.15582
